148    4.84E-05    4.84E-05    4.84E-05    4.84E-05    4.84E-05    4.84E-05    4.84E-05    4.84E-05
149    4.96E-05    4.96E-05    4.96E-05    4.96E-05    4.96E-05    4.96E-05    4.96E-05    4.96E-05
150    5.08E-05    5.08E-05    5.08E-05    5.08E-05    5.08E-05    5.08E-05    5.08E-05    5.08E-05
151    5.21E-05    5.21E-05    5.21E-05    5.21E-05    5.21E-05    5.21E-05    5.21E-05    5.21E-05
152    5.33E-05    5.33E-05    5.33E-05    5.33E-05    5.33E-05    5.33E-05    5.33E-05    5.33E-05
153    5.46E-05    5.46E-05    5.46E-05    5.46E-05    5.46E-05    5.46E-05    5.46E-05    5.46E-05
154    5.59E-05    5.59E-05    5.59E-05    5.59E-05    5.59E-05    5.59E-05    5.59E-05    5.59E-05
155    5.73E-05    5.73E-05    5.73E-05    5.73E-05    5.73E-05    5.73E-05    5.73E-05    5.73E-05
156    5.87E-05    5.87E-05    5.87E-05    5.87E-05    5.87E-05    5.87E-05    5.87E-05    5.87E-05
157    6.01E-05    6.01E-05    6.01E-05    6.01E-05    6.01E-05    6.01E-05    6.01E-05    6.01E-05
158    6.16E-05    6.16E-05    6.16E-05    6.16E-05    6.16E-05    6.16E-05    6.16E-05    6.16E-05
159    6.31E-05    6.31E-05    6.31E-05    6.31E-05    6.31E-05    6.31E-05    6.31E-05    6.31E-05
160    6.46E-05    6.46E-05    6.46E-05    6.46E-05    6.46E-05    6.46E-05    6.46E-05    6.46E-05
161    6.62E-05    6.62E-05    6.62E-05    6.62E-05    6.62E-05    6.62E-05    6.62E-05    6.62E-05
162    6.78E-05    6.78E-05    6.78E-05    6.78E-05    6.78E-05    6.78E-05    6.78E-05    6.78E-05
163    6.94E-05    6.94E-05    6.94E-05    6.94E-05    6.94E-05    6.94E-05    6.94E-05    6.94E-05
164    7.11E-05    7.11E-05    7.11E-05    7.11E-05    7.11E-05    7.11E-05    7.11E-05    7.11E-05
165    7.28E-05    7.28E-05    7.28E-05    7.28E-05    7.28E-05    7.28E-05    7.28E-05    7.28E-05
166    7.46E-05    7.46E-05    7.46E-05    7.46E-05    7.46E-05    7.46E-05    7.46E-05    7.46E-05
167    7.64E-05    7.64E-05    7.64E-05    7.64E-05    7.64E-05    7.64E-05    7.64E-05    7.64E-05
168    7.83E-05    7.83E-05    7.83E-05    7.83E-05    7.83E-05    7.83E-05    7.83E-05    7.83E-05
169    8.02E-05    8.02E-05    8.02E-05    8.02E-05    8.02E-05    8.02E-05    8.02E-05    8.02E-05
170    8.21E-05    8.21E-05    8.21E-05    8.21E-05    8.21E-05    8.21E-05    8.21E-05    8.21E-05
171    8.41E-05    8.41E-05    8.41E-05    8.41E-05    8.41E-05    8.41E-05    8.41E-05    8.41E-05
172    8.62E-05    8.62E-05    8.62E-05    8.62E-05    8.62E-05    8.62E-05    8.62E-05    8.62E-05
173    8.83E-05    8.83E-05    8.83E-05    8.83E-05    8.83E-05    8.83E-05    8.83E-05    8.83E-05
174    9.04E-05    9.04E-05    9.04E-05    9.04E-05    9.04E-05    9.04E-05    9.04E-05    9.04E-05
175    9.26E-05    9.26E-05    9.26E-05    9.26E-05    9.26E-05    9.26E-05    9.26E-05    9.26E-05
176    9.49E-05    9.49E-05    9.49E-05    9.49E-05    9.49E-05    9.49E-05    9.49E-05    9.49E-05
177    9.72E-05    9.72E-05    9.72E-05    9.72E-05    9.72E-05    9.72E-05    9.72E-05    9.72E-05
178    9.95E-05    9.95E-05    9.95E-05    9.95E-05    9.95E-05    9.95E-05    9.95E-05    9.95E-05
179    0.000101933    0.000101933    0.000101933    0.000101933    0.000101933    0.000101933    0.000101933    0.000101933
180    0.000104409    0.000104409    0.000104409    0.000104409    0.000104409    0.000104409    0.000104409    0.000104409
181    0.000106945    0.000106945    0.000106945    0.000106945    0.000106945    0.000106945    0.000106945    0.000106945
182    0.000109543    0.000109543    0.000109543    0.000109543    0.000109543    0.000109543    0.000109543    0.000109543
183    0.000112204    0.000112204    0.000112204    0.000112204    0.000112204    0.000112204    0.000112204    0.000112204
184    0.000114929    0.000114929    0.000114929    0.000114929    0.000114929    0.000114929    0.000114929    0.000114929
185    0.000117721    0.000117721    0.000117721    0.000117721    0.000117721    0.000117721    0.000117721    0.000117721
186    0.00012058    0.00012058    0.00012058    0.00012058    0.00012058    0.00012058    0.00012058    0.00012058
187    0.000123509    0.000123509    0.000123509    0.000123509    0.000123509    0.000123509    0.000123509    0.000123509
188    0.000126509    0.000126509    0.000126509    0.000126509    0.000126509    0.000126509    0.000126509    0.000126509
189    0.000129582    0.000129582    0.000129582    0.000129582    0.000129582    0.000129582    0.000129582    0.000129582
190    0.00013273    0.00013273    0.00013273    0.00013273    0.00013273    0.00013273    0.00013273    0.00013273
191    0.000135954    0.000135954    0.000135954    0.000135954    0.000135954    0.000135954    0.000135954    0.000135954
192    0.000139256    0.000139256    0.000139256    0.000139256    0.000139256    0.000139256    0.000139256    0.000139256
193    0.000142639    0.000142639    0.000142639    0.000142639    0.000142639    0.000142639    0.000142639    0.000142639
194    0.000146104    0.000146104    0.000146104    0.000146104    0.000146104    0.000146104    0.000146104    0.000146104
195    0.000149653    0.000149653    0.000149653    0.000149653    0.000149653    0.000149653    0.000149653    0.000149653
196    0.000153288    0.000153288    0.000153288    0.000153288    0.000153288    0.000153288    0.000153288    0.000153288
197    0.000157011    0.000157011    0.000157011    0.000157011    0.000157011    0.000157011    0.000157011    0.000157011
198    0.000160825    0.000160825    0.000160825    0.000160825    0.000160825    0.000160825    0.000160825    0.000160825
199    0.000164732    0.000164732    0.000164732    0.000164732    0.000164732    0.000164732    0.000164732    0.000164732
200    0.000168733    0.000168733    0.000168733    0.000168733    0.000168733    0.000168733    0.000168733    0.000168733
201    0.000172832    0.000172832    0.000172832    0.000172832    0.000172832    0.000172832    0.000172832    0.000172832
202    0.00017703    0.00017703    0.00017703    0.00017703    0.00017703    0.00017703    0.00017703    0.00017703
203    0.00018133    0.00018133    0.00018133    0.00018133    0.00018133    0.00018133    0.00018133    0.00018133
204    0.000185734    0.000185734    0.000185734    0.000185734    0.000185734    0.000185734    0.000185734    0.000185734
205    0.000190246    0.000190246    0.000190246    0.000190246    0.000190246    0.000190246    0.000190246    0.000190246
206    1.30E-99    1.30E-99    1.30E-99    1.30E-99    1.30E-99    1.30E-99    1.30E-99    1.30E-99
207    1.47E-97    1.47E-97    1.47E-97    1.47E-97    1.47E-97    1.47E-97    1.47E-97    1.47E-97
208    1.59E-95    1.59E-95    1.59E-95    1.59E-95    1.59E-95    1.59E-95    1.59E-95    1.59E-95
209    1.62E-93    1.62E-93    1.62E-93    1.62E-93    1.62E-93    1.62E-93    1.62E-93    1.62E-93
210    1.57E-91    1.57E-91    1.57E-91    1.57E-91    1.57E-91    1.57E-91    1.57E-91    1.57E-91
211    1.45E-89    1.45E-89    1.45E-89    1.45E-89    1.45E-89    1.45E-89    1.45E-89    1.45E-89
212    1.27E-87    1.27E-87    1.27E-87    1.27E-87    1.27E-87    1.27E-87    1.27E-87    1.27E-87
213    1.06E-85    1.06E-85    1.06E-85    1.06E-85    1.06E-85    1.06E-85    1.06E-85    1.06E-85
214    8.35E-84    8.35E-84    8.35E-84    8.35E-84    8.35E-84    8.35E-84    8.35E-84    8.35E-84
215    6.27E-82    6.27E-82    6.27E-82    6.27E-82    6.27E-82    6.27E-82    6.27E-82    6.27E-82
216    4.48E-80    4.48E-80    4.48E-80    4.48E-80    4.48E-80    4.48E-80    4.48E-80    4.48E-80
